168771
Q18880995,Q1054,Q225056
Q2989168,Q18554850
Q663672,Q658806
Q26214812,Q21246076
Q7458108,Q2095
Q1438121,Q870
Q7501915,Q11436
Q18379957,Q284143
Q2963884,Q2095
Q476118,Q43183
Q11635084,Q10915947
Q26995035,Q13357858
Q27676121,Q2155148
Q15618466,Q1094597
Q1569939,Q2578402
Q2861206,Q178512
Q1753138,Q830
Q64386,Q24060765
Q18851415,Q40847
Q1088535,Q860861
Q112046,Q3402645,Q4830453
Q4970915,Q1567915
Q16363569,Q160569
Q3726862,Q923020
Q839463,Q17376908
Q18967193,Q12136
Q15715250,Q579688
Q6953572,Q11436
Q26702398,Q5663900
Q12953400,Q7395820
Q18555376,Q539681
Q1724915,Q451967,Q1914636,Q4897819
Q152526,Q192783
Q18555249,Q18555238
Q3507878,Q743004
Q1791760,Q11030
Q6550885,Q1420
Q15040809,Q899033
Q12379704,Q14212
Q17061666,Q7450738
Q27608230,Q13357858
Q6865864,Q3273722
Q27668911,Q13357858
Q27036601,Q13357858
Q618804,Q592
Q26700877,Q5663900
Q3665300,Q1125341
Q629602,Q738680
Q26694138,Q5663900
Q5171479,Q11436
Q18877983,Q688,Q467791
Q157553,Q3270632
Q583269,Q3418492
Q2712621,Q41415
Q7239412,Q107617
Q19001370,Q12136,Q18553929,Q19000972
Q1484521,Q13357858
Q7925054,Q42178
Q2230805,Q13266
Q371520,Q727096
Q1148438,Q13357858
Q2173877,Q558892,Q1838
Q26702117,Q5663900
Q26698414,Q5663900
Q19146683,Q1349015
Q27607641,Q13357858
Q1860805,Q180733
Q455621,Q902174
Q26696627,Q5663900
Q1648894,Q216916
Q730016,Q728,Q12796
Q1651205,Q7189713
Q177157,Q1333024
Q1557709,Q14748
Q2022106,Q13357858
Q25245115,Q33685
Q11602361,Q202527
Q26699920,Q5663900
Q2433052,Q2095
Q26789397,Q358,Q22698
Q466481,Q108689
Q415016,Q8054
Q1047102,Q282472
Q15883832,Q14659
Q2267993,Q575920
Q2332175,Q25653
Q5636956,Q2095
Q975128,Q1344963
Q11563,Q246672
Q3285658,Q895060
Q14900492,Q278739
Q3411153,Q3091221
Q1427043,Q201960
Q26699532,Q5663900
Q1129632,Q79782
Q26995122,Q13357858
Q849706,Q719456
Q16676963,Q6584340
Q865817,Q40056
Q21931656,Q23790,Q1069
Q1312265,Q668349
Q18759708,Q3947
Q3542200,Q12107
Q6840898,Q743004
Q6605712,Q121998
Q12013238,Q11858202
Q19320768,Q219764
Q6631812,Q3109521
Q15040793,Q899033
Q21175080,Q21167512
Q27626108,Q13357858
Q3442423,Q843215
Q7988946,Q723916,Q743004
Q19833718,Q764802
Q4596843,Q941179
Q15630981,Q13357858
Q4970950,Q2095
Q18605921,Q13357858
Q2401596,Q1112950
Q1081248,Q836270
Q24565968,Q3542731
Q705818,Q268378
Q849866,Q7275
Q16985325,Q223313
Q380829,Q7075,Q555911
Q2995506,Q1125341
Q3044358,Q37732
Q36009,Q1708174
Q3642691,Q18064632
Q492425,Q44782,Q5501387
Q20202980,Q10540834
Q27669883,Q13357858
Q3087992,Q1125341
Q186472,Q11399,Q43343
Q7241375,Q30461
Q59629,Q2471563,Q18015938
Q867634,Q1914636
Q18554088,Q18556979
Q185785,Q49393,Q8205328,Q1183543
Q1342604,Q13357858
Q2151638,Q21224061
Q4019860,Q3777568
Q3363626,Q657516
Q24706075,Q1076105
Q4450168,Q11436
Q9300235,Q12806437
Q103223,Q3777569,Q419170
Q2800126,Q13357858
Q26697116,Q5663900
Q3514343,Q25268
Q6350707,Q7128792
Q753560,Q216916
Q20828847,Q523496
Q4784605,Q34379
Q190667,Q39546,Q15331
Q24336068,Q17198419,Q24334685
Q1337825,Q158950
Q1613509,Q149017
Q3761314,Q416949
Q27525657,Q37748
Q12254339,Q1345234
Q18928532,Q12136,Q804521
Q812229,Q785745,Q120319
Q4969013,Q743004
Q3826421,Q1125341
Q1321695,Q211050
Q26699804,Q5663900
Q27607023,Q13357858
Q19861129,Q179911
Q1238449,Q629085
Q134447,Q200297
Q36314,Q1708174
Q940274,Q212892
Q18845926,Q1892,Q785082
Q18845561,Q1105,Q2393673
Q1140700,Q11635
Q18975744,Q12136
Q19718069,Q29182
Q3088315,Q2223649,Q746471
Q331841,Q652297
Q2362799,Q4832012
Q16001465,Q33475
Q22920047,Q2744736
Q149882,Q13357858
Q3774485,Q16637316,Q10943
Q260623,Q216916
Q17386157,Q3798668
Q17863170,Q152200
Q618622,Q101991,Q520127
Q638045,Q1316667
Q2885517,Q1361086
Q3265027,Q17345
Q1530175,Q121998
Q26840222,Q732577
Q3957951,Q3777674
Q21334713,Q28640
Q3280545,Q6451204,Q157148
Q18558099,Q1418735
Q11939774,Q170483
Q783903,Q229256,Q988594
Q1024188,Q1287168
Q26692300,Q5663900
Q1462317,Q13357858
Q18194479,Q15829739
Q1033813,Q7366
Q24456735,Q486839
Q193364,Q42603
Q1035836,Q13357858
Q23008986,Q1896218
Q13221843,Q474188
Q3101020,Q188758,Q2471563,Q18015938
Q919068,Q13357858
Q27607151,Q13357858
Q5921288,Q11436
Q183427,Q11348
Q893876,Q785745
Q1522288,Q20650761
Q3973483,Q3777657
Q19860981,Q3977914
Q927635,Q16970
Q731794,Q843596,Q391414
Q21328577,Q486839
Q564612,Q40348,Q1072363
Q2703194,Q7692360
Q1744110,Q171043
Q1196585,Q26046092
Q1941073,Q216916
Q1001051,Q8242
Q1505279,Q3172759
Q2806527,Q785745
Q27832704,Q16466010
Q3011419,Q3389302
Q7502702,Q134560
Q27339888,Q13357858
Q26692788,Q5663900
Q2194865,Q15061650
Q27244108,Q13357858
Q19000410,Q18556113
Q844610,Q4010515,Q901718
Q15635084,Q221414
Q23758095,Q1451311
Q3414453,Q14136353
Q18845597,Q1872,Q784903
Q618365,Q2662845
Q7565669,Q376055
Q925031,Q1432594
Q1300443,Q21224061
Q2558231,Q162986
Q20183918,Q21007569
Q16989249,Q33045
Q19850190,Q11068
Q7048717,Q909412
Q5171055,Q1361060
Q18881685,Q1108,Q24638
Q849692,Q1661
Q16001235,Q33475
Q26916565,Q417841,Q425087
Q18050348,Q312540
Q3784395,Q216916
Q1735309,Q856
Q21509805,Q1125341
Q503958,Q13397636
Q26882998,Q282
Q2881642,Q15091377
Q15549535,Q658414,Q880753
Q1253445,Q19768
Q2004286,Q4220917,Q1407225
Q26697131,Q5663900
Q2604489,Q1144819
Q16932621,Q17897
Q19798846,Q13233
Q2344682,Q9089
Q18557203,Q18556318,Q18557126
Q2341626,Q170285,Q18692928
Q3758245,Q1125341
Q18968084,Q12136
Q3683264,Q1125341
Q27626482,Q13357858
Q155639,Q18491097
Q7563232,Q11436
Q27798578,Q13357858
Q27506529,Q24060707
Q27102907,Q14674
Q1661502,Q13357858
Q27235442,Q13357858
Q1207626,Q5200157
Q20104580,Q618779
Q15889879,Q3777651
Q18018028,Q181818
Q3521876,Q2389789
Q83020,Q12083042
Q930949,Q34379
Q21087646,Q11642,Q220659
Q5255991,Q37732
Q1855128,Q2912397
Q8038600,Q10290214,Q1121708
Q179232,Q82604
Q18966297,Q12136,Q18966317
Q24097670,Q40231
Q18881866,Q1386,Q549728
Q6967048,Q2095
Q7398654,Q81096
Q1591384,Q9647
Q27669776,Q13357858
Q16025349,Q129
Q2730756,Q13357858
Q10548615,Q134161,Q650241
Q5581328,Q79529
Q21941949,Q15704878
Q4858206,Q11154240
Q27608415,Q13357858
Q2225003,Q12084012
Q16258710,Q7802
Q2397393,Q192783
Q1190089,Q636497
Q19414779,Q1349015
Q1386229,Q12757
Q1062177,Q1496967
Q3683154,Q1125341
Q249873,Q2223649,Q198815,Q1531597
Q1098595,Q8209
Q756215,Q1104153
Q19833512,Q4796437
Q1398821,Q1151067
Q3637652,Q11436
Q20765963,Q889821
Q713298,Q1051772
Q188152,Q79529
Q6456833,Q11053
Q1641253,Q2041172
Q18713107,Q5097028
Q26995144,Q13357858
Q5285317,Q386284
Q23653052,Q23636253
Q17639254,Q2304418,Q495304
Q157087,Q13406554
Q17014831,Q8054
Q5502124,Q121842
Q10751910,Q1051772
Q18554769,Q861028
Q19890860,Q33506
Q2927761,Q15061650
Q27799150,Q13357858
Q426228,Q79529
Q23011322,Q3519259
Q26695246,Q5663900
Q1073988,Q13357858
Q6871806,Q11053
Q10398132,Q1817208
Q3854255,Q18011552
Q3777598,Q764802
Q26695414,Q5663900
Q20079916,Q6814221
Q2975614,Q830335
Q2815775,Q625151
Q18966134,Q18557307
Q504520,Q213410
Q27674921,Q1364270
Q6459402,Q20650761
Q5450763,Q3270632
Q737520,Q192096
Q3392675,Q146786,Q150
Q5747796,Q5339
Q21295125,Q15686806
Q22669669,Q12796
Q18882572,Q1855,Q618142
Q27799060,Q13357858
Q18882919,Q737,Q28232
Q220187,Q3193890
Q2519608,Q104843
Q836415,Q19844702
Q841213,Q5287
Q819634,Q200538
Q27607406,Q13357858
Q5971200,Q2095
Q1053088,Q3711325
Q35059,Q36253
Q1740452,Q17089282
Q2825639,Q41426,Q216916
Q9380532,Q204179,Q7852566,Q5433715
Q2304051,Q123705
Q201350,Q17544377
Q18889411,Q18889352
Q22964818,Q22964785,Q22984475
Q3886934,Q1854639
Q3843913,Q3092395
Q493576,Q1332857,Q178648
Q27342308,Q13357858
Q1555508,Q19968906
Q1090623,Q3270632
Q5356184,Q192611
Q1527709,Q163829
Q1829500,Q7330070
Q11639748,Q2500638
Q27626279,Q13357858
Q4084882,Q11173
Q573446,Q216916
Q3326343,Q3523102
Q799247,Q13357858
Q20638171,Q2348250
Q7425812,Q538175
Q7389692,Q20650761
Q193139,Q79782
Q842399,Q30849
Q3237081,Q12136
Q21890527,Q113403
Q3479611,Q4991371
Q178530,Q13357858
Q25664561,Q160738
Q126691,Q12206,Q27096202
Q1634717,Q2392282,Q331350,Q7884997,Q21067802
Q976186,Q743004
Q18350432,Q5321
Q1006676,Q16533
Q5156874,Q2394700,Q2276802
Q38961,Q38803
Q3896400,Q1125341
Q4358693,Q20646668
Q18466226,Q6653802
Q843839,Q987767,Q4167876
Q7617510,Q407355
Q1757549,Q622527
Q6457095,Q196538,Q1298668
Q27572705,Q2950612
Q7570375,Q20650761
Q7543565,Q18015938
Q2961935,Q18707829
Q1752189,Q119716
Q4311359,Q1630695
Q18674678,Q3183364
Q23930420,Q23925661
Q13130679,Q2357256
Q27674819,Q757749
Q1802703,Q7755
Q7348430,Q2727415
Q19860945,Q764802
Q19000517,Q18558026
Q18230293,Q14897293
Q1725664,Q8162,Q1235196
Q6027980,Q15642541
Q21606686,Q35127
Q5210284,Q2095
Q27096220,Q27096213
Q281917,Q15061650
Q7405591,Q743004,Q214098
Q18554984,Q18554322
Q7281,Q905726,Q11024,Q2369159
Q27669212,Q13357858
Q1675611,Q173603
Q3774174,Q945532
Q2975868,Q174736
Q7702933,Q43260
Q3860321,Q18195543
Q12529,Q6497460
Q26691850,Q5663900
Q26692693,Q5663900
Q23624035,Q23623059
Q2849031,Q56488
Q11748889,Q17955
Q26693885,Q5663900
Q7886303,Q41466
Q4970714,Q1567915
Q24712693,Q1076105
Q1972868,Q95074
Q2365748,Q15916867
Q334759,Q18552522
Q15781837,Q11446
Q165666,Q3891158
Q1134386,Q5451695
Q475221,Q483251,Q183862
Q18554830,Q18556932
Q2562598,Q134003
Q4998480,Q780
Q37073,Q373342
Q2069999,Q4390702
Q5195974,Q341174,Q743004
Q5039581,Q34379
Q21699657,Q632814,Q222032
Q27002,Q15630906,Q211201
Q15812470,Q834028
Q3591626,Q687521,Q1096
Q18844518,Q658,Q470561
Q733553,Q340169
Q7289215,Q1420
Q424891,Q11173
Q662339,Q18491037,Q15062149
Q5617698,Q239617
Q17308521,Q1287469
Q7565608,Q93301
Q430287,Q174736
Q18844978,Q867,Q2288723
Q26694772,Q5663900
Q2922048,Q2912397
Q18553814,Q18553656
Q20973705,Q17310396
Q209190,Q11663
Q20358335,Q8261,Q1683266,Q2254211
Q3405576,Q3405849
Q11722691,Q30185
Q15624760,Q2909633
Q19833357,Q729283
Q2731891,Q13357858
Q1750884,Q47912
Q23775158,Q1327701,Q806370
Q3093597,Q18949380
Q20196780,Q444632
Q18882043,Q1819,Q549767
Q24290451,Q5
Q21014438,Q324744
Q26696631,Q5663900
Q893182,Q18758641,Q1744559
Q4688461,Q3063504,Q743004
Q27255776,Q13357858
Q3595566,Q8454
Q489933,Q15220429
Q517820,Q41176
Q15057023,Q669734,Q214098,Q743004
Q1773662,Q15061650
Q27339963,Q13357858
Q1389231,Q216916
Q13111,Q4796437,Q3777851
Q1626496,Q1339146
Q18967021,Q12136
Q26692586,Q5663900
Q16002184,Q11436
Q10501606,Q176799
Q4727645,Q2281940
Q3943414,Q207621
Q16984837,Q11436
Q6956179,Q93301
Q6425089,Q21281369
Q13505639,Q13357858
Q45211,Q131093
Q4529850,Q1131614
Q3304803,Q2701282
Q3553945,Q170486
Q729378,Q13357858
Q1111213,Q2624432
Q18883374,Q708,Q1372384
Q2745173,Q183061,Q12518
Q334477,Q76560
Q5506567,Q8436
Q19000406,Q12136
Q56426,Q1194795
Q2186411,Q123705
Q9150243,Q4070283,Q4451210
Q1464352,Q1661414
Q23651610,Q23636253
Q16983365,Q11436
Q6871869,Q11053
Q3683122,Q1125341
Q19801630,Q47064
Q465147,Q311666
Q36016,Q806005
Q5654402,Q11436
Q18845302,Q941,Q1190172
Q16956642,Q131569
Q18883267,Q932,Q28223
Q3574419,Q483373
Q10551714,Q10884
Q7463694,Q2727415
Q423775,Q424418
Q27535620,Q13357858
Q308891,Q1850442,Q13220204
Q1815302,Q274586
Q26695346,Q5663900
Q5119709,Q11436
Q3899312,Q927407
Q20978687,Q510662
Q3293684,Q189888
Q7577098,Q2095
Q873501,Q211586
Q1878290,Q13357858
Q4969060,Q11436
Q7504331,Q6054795
Q102151,Q18043457,Q413374
Q499558,Q334911
Q19595561,Q9089
Q4408084,Q190868
Q3801600,Q18557190
Q28814,Q18553621
Q2009630,Q2637167
Q18553765,Q188605
Q2948826,Q3270632,Q13406554
Q16928212,Q2352616,Q1632297
Q2348713,Q134307
Q17437974,Q688148
Q2361676,Q24905
Q16861950,Q34394
Q3877259,Q3777532
Q10632498,Q9266
Q3862445,Q1125341
Q3114654,Q39804
Q1924341,Q2041172
Q154430,Q9415
Q6383440,Q3177899
Q16787794,Q559302,Q4817
Q19000739,Q12136
Q314161,Q4289225
Q2590631,Q11618417,Q2520520,Q15284
Q813919,Q3769366
Q1546300,Q516844
Q549323,Q5551283
Q3088000,Q1125341
Q18967653,Q12136
Q19946212,Q5784340
Q16252485,Q34379
Q394253,Q128234
Q2671573,Q15727337
Q27625619,Q13357858
Q181074,Q8785
Q7818197,Q3217381
Q13440635,Q13357858
Q564171,Q34486
Q27798685,Q13357858
Q2449063,Q1409618
Q4688176,Q186752
Q1401974,Q19020
Q1815675,Q875583,Q474698
Q27625685,Q13357858
Q614879,Q24294815
Q302780,Q1074
Q1886869,Q13357858
Q591022,Q46857
Q3703992,Q11436
Q3998337,Q1125341
Q21175356,Q21167512
Q3485291,Q6584340
Q2892071,Q28803
Q799193,Q13357858
Q5589697,Q17810142
Q3900481,Q1569167
Q804889,Q161705
Q15629444,Q10870555,Q19828919
Q5252388,Q3381520
Q19001185,Q12136
Q7623217,Q180494
Q18882886,Q737,Q28232
Q2666133,Q549728,Q1386
Q671328,Q579036
Q14947954,Q61418
Q3374395,Q174219
Q6936360,Q6936349
Q3081885,Q432
Q18356020,Q11436
Q6378699,Q3217383
Q7939644,Q19773264,Q1197283,Q31427
Q18967088,Q12136
Q21093755,Q13219666
Q1349955,Q2041172
Q27818885,Q318
Q1806330,Q216916
Q12882913,Q16737364
Q18557663,Q18557727
Q925092,Q2064167,Q2988775
Q21130352,Q30849
Q18556497,Q18556498
Q706036,Q216916
Q4698449,Q11436
Q14864326,Q245509
Q15978856,Q15978876
Q5167149,Q322563
Q5192245,Q1474074
Q21776533,Q13357858
Q7563795,Q7802
Q1327461,Q23622
Q2018244,Q14509381
Q4534025,Q19860
Q3317524,Q7382648
Q5019435,Q20650761
Q60479,Q753009
Q18883326,Q932,Q28223
Q21810734,Q3225305
Q22082330,Q1307214
Q12324584,Q16463295
Q12041019,Q3707858
Q2546011,Q128
Q2802411,Q13357858
Q19383694,Q13740903
Q17152912,Q11460
Q558152,Q134447
Q27566245,Q27554584,Q27554971,Q27566431
Q5374367,Q663272
Q18922773,Q5097028
Q1807269,Q11004
Q11942648,Q618779
Q608190,Q853725
Q10982,Q21224061
Q5616421,Q11460
Q21009825,Q27302054
Q23336971,Q23542849
Q3932516,Q3777795
Q7281191,Q7281,Q872
Q17029941,Q11436
Q6617741,Q295469
Q3315904,Q10990
Q245204,Q95074
Q21245170,Q13357858
Q32934,Q33681
Q15139449,Q1852043
Q508846,Q352388
Q26883973,Q860861,Q4140840
Q27570309,Q13357858
Q2616578,Q49848
Q27614607,Q27554838,Q27613048
Q410143,Q12902789
Q2232513,Q324926
Q21076881,Q5090
Q920388,Q2037215
Q18968024,Q12136
Q27020943,Q13357858
Q17098229,Q743004
Q2373354,Q225056,Q1054
Q1480377,Q1779300
Q11861249,Q14333920
Q378622,Q2066131
Q7277542,Q1420
Q18967087,Q12136
Q1309810,Q37732
Q6325319,Q8054
Q6763949,Q41156
Q15056487,Q13357858
Q17134316,Q571
Q17710980,Q2475679,Q1443637,Q277759
Q1343997,Q2095
Q2955087,Q3270632
Q27674906,Q127724
Q24054513,Q177
Q8070470,Q56479
Q7307089,Q14748
Q1998165,Q13357858
Q12154867,Q579421
Q27798999,Q13357858
Q1149351,Q13357858
Q17015819,Q11053
Q5008827,Q11436
Q18967482,Q12136
Q184188,Q192498,Q2311958,Q13221722,Q14757767,Q26832826,Q26268489
Q3327874,Q3266850,Q1852752,Q995175
Q27164419,Q3251367,Q2289761
Q1389739,Q13357858
Q1680828,Q927407
Q26699308,Q5663900
Q2975858,Q2811
Q1009796,Q230658
Q900406,Q22676506
Q23931136,Q22247212
Q18888119,Q942,Q1372372
Q2776076,Q13357858
Q26694299,Q5663900
Q5100735,Q3172759
Q3271190,Q20035983
Q18011179,Q172937
Q271026,Q14333920
Q26698675,Q5663900
Q7316721,Q7193408
Q912741,Q212809
Q5246616,Q4958876
Q7862873,Q428661
Q165896,Q1751850
Q689657,Q1079023,Q13357858
Q2425020,Q11173
Q27570188,Q13357858
Q6750062,Q420754
Q7553432,Q1681353
Q4825026,Q40357
Q18456781,Q179179
Q1497364,Q811979,Q1497375
Q23335494,Q23335259
Q15812428,Q1531322
Q26697751,Q5663900
Q27020642,Q13357858
Q2175687,Q216916
Q1572955,Q13357858
Q26709636,Q47574
Q1349921,Q735
Q20732358,Q743544
Q27799038,Q13357858
Q1324568,Q7860857
Q2504396,Q104843
Q19833078,Q130901
Q13359930,Q473227,Q899720
Q56923,Q4991371
Q16243336,Q15978655
Q2026937,Q161973
Q27608762,Q13357858
Q33298,Q34057
Q845073,Q840326,Q5505949,Q20643521
Q21208027,Q108325
Q2454846,Q2912397
Q7940968,Q451967
Q26882302,Q180289
Q5156910,Q3890160
Q2000491,Q13406554
Q4428414,Q37845
Q21087084,Q1621080
Q3812700,Q3092395
Q1646829,Q19799634
Q1310529,Q13357858
Q93204,Q11424,Q4164344
Q15841948,Q21224061
Q20114066,Q11631
Q27567101,Q27566431
Q1405934,Q11173
Q17620735,Q131
Q7248849,Q637816,Q651223
Q4931504,Q847017
Q4797274,Q862597
Q18975848,Q12136
Q3216419,Q41176
Q1978899,Q81096
Q17520343,Q500834
Q24088922,Q216640
Q26695369,Q5663900
Q5535117,Q272160
Q11900614,Q180490
Q834692,Q273854
Q17354271,Q3270632
Q1235388,Q1125341
Q15902465,Q212071
Q188913,Q131596,Q3062125
Q3963058,Q14368852
Q16941353,Q41415
Q26858901,Q13357858
Q18844391,Q663,Q784823
Q6960805,Q2388316
Q27020659,Q13357858
Q12874144,Q8928
Q766683,Q13357858
Q5175528,Q9053
Q21953190,Q1407830
Q25906165,Q83307
Q27230195,Q21009831
Q5256065,Q37732
Q10905054,Q21164
Q26882158,Q26869408
Q2224035,Q131777
Q278357,Q131425
Q7444400,Q83307
Q17045177,Q599151
Q11222271,Q49228
Q1771331,Q3278145
Q21292819,Q1644917
Q7569553,Q1356232
Q9228,Q45961
Q1342455,Q12136
Q2110424,Q474828
Q219588,Q190780
Q1331946,Q13357858
Q13218630,Q4175034
Q1778613,Q190065,Q18992912
Q16238253,Q156537
Q5438780,Q8054
Q20484943,Q309314
Q6865928,Q83307
Q26272041,Q179687
Q2701330,Q474733
Q1937330,Q11900058
Q5011974,Q785745
Q18028567,Q18028614,Q3064117
Q22806973,Q202444
Q26237074,Q121998
Q1621511,Q13357858
Q3248567,Q1053463,Q15618485
Q2336248,Q153936
Q18971638,Q12136
Q18966740,Q12136
Q11622808,Q1141077
Q16858238,Q16889133
Q2864611,Q1091532
Q3817311,Q1073138
Q18018756,Q18018609
Q637196,Q51593,Q19773206,Q623772
Q26698830,Q5663900
Q3510722,Q12775041,Q1138418,Q743004
Q20640140,Q20646667
Q1619145,Q8094
Q27607030,Q13357858
Q18554608,Q18554145,Q5150905
Q18681693,Q55488
Q26699239,Q5663900
Q721960,Q4991371
Q1288430,Q51739
Q1152326,Q13357858
Q12952750,Q49228
Q784221,Q4354775
Q26236993,Q121998
Q26692592,Q5663900
Q6427879,Q522648
Q2063609,Q2107998
Q294562,Q1059564
Q743030,Q11023,Q146326
Q2314279,Q17485467
Q3835673,Q1125341
Q18636233,Q22661913,Q22964785
Q147733,Q30185
Q27798346,Q13357858
Q18882141,Q1832,Q549805
Q1040045,Q196342
Q29079,Q3695082
Q6805589,Q15978655
Q26699717,Q5663900
Q1149356,Q13357858
Q26690791,Q5663900
Q3128437,Q630531
Q22231109,Q15091377
Q2590706,Q14212
Q26692541,Q5663900
Q11189865,Q27038733
Q1161519,Q15259995,Q13219666
Q2471842,Q13357858
Q27684128,Q193566
Q658896,Q1125341
Q3511496,Q875583
Q2477612,Q8134
Q975783,Q6422240
Q166102,Q5442760
Q1739102,Q13357858
Q13405562,Q18534278
Q19309439,Q1559695
Q19595135,Q3637712
Q6420111,Q2095
Q21834771,Q11460
Q1779913,Q1505660
Q4826993,Q183392
Q2901547,Q1854639
Q6092842,Q3858501
Q3274645,Q5309466
Q799492,Q13357858
Q2849617,Q1860
Q19768182,Q11436
Q3935277,Q1125341
Q10855583,Q15265344
Q26695065,Q5663900
Q1130464,Q34379
Q2399653,Q11436
Q12211529,Q476294
Q7534372,Q12518
Q26699169,Q5663900
Q7501153,Q43845
Q943635,Q1163256
Q2841546,Q123705
Q1315539,Q17326046
Q7889406,Q15726790
Q17363979,Q631560
Q3382415,Q121998
Q3991460,Q13219666
Q10609175,Q154411
Q27799216,Q13357858
Q19871692,Q11436
Q18845266,Q938,Q1325627
Q15621498,Q94
Q26995131,Q13357858
Q4970716,Q1567915
Q4356314,Q214196
Q3143234,Q10943,Q3088323
Q27537549,Q13357858
Q18928583,Q12136
Q26697387,Q5663900
Q1607773,Q1211272,Q811430
Q6436135,Q34379
Q2292021,Q15832079
Q924774,Q177826
Q26868816,Q13228,Q26868739,Q26868753
Q3639743,Q729283
Q15644076,Q677020
Q3369996,Q210272
Q8035703,Q594886
Q7398003,Q11436
Q1460859,Q1544924
Q414143,Q846227,Q24153252
Q592853,Q2102713
Q4653390,Q47528
Q1933961,Q834028
Q12061158,Q743004
Q15129745,Q128207,Q44559
Q1397981,Q193234
Q3649244,Q1125341
Q11925934,Q309
Q1617706,Q176097
Q19001283,Q12136
Q7169115,Q11436
Q128207,Q634
Q17004704,Q154411
Q1120446,Q37732
Q26694798,Q5663900
Q4839932,Q2095
Q6457243,Q785745
Q20183864,Q21007569
Q17312348,Q11917419,Q17276480,Q17278014
Q443089,Q7411
Q655686,Q41176
Q2776085,Q13357858
Q3662185,Q1125341
Q1096116,Q2912397
Q147780,Q3270632
Q5053979,Q11436
Q5469110,Q16831714
Q17591477,Q532
Q2537806,Q550394,Q1809
Q14292916,Q2490986,Q11618417,Q10864048
Q7251054,Q36633
Q1572357,Q1826459,Q1455249
Q27074175,Q38723
Q4857124,Q239617
Q3275692,Q182940
Q18557799,Q18556767
Q566525,Q719226
Q6347565,Q7198118
Q17020721,Q7075
Q7927111,Q10282,Q309
Q842811,Q2576499,Q15220429
Q26690873,Q5663900
Q18640153,Q660969
Q708135,Q4220917
Q15623261,Q6387
Q6101339,Q7496609
Q20819985,Q1716019
Q1971570,Q8205328
Q3571195,Q24294815
Q21711529,Q72313
Q884915,Q11446
Q2073582,Q309
Q3854802,Q1125341
Q18557171,Q18554118
Q185056,Q2393187
Q7543436,Q11053
Q26694409,Q5663900
Q18325483,Q240625
Q19000618,Q12136
Q205253,Q11344
Q27347610,Q13357858
Q4252729,Q207452
Q4161027,Q33384
Q6017596,Q10540834
Q27570269,Q13357858
Q5421160,Q3947
Q1663694,Q11348
Q658684,Q37756
Q6942541,Q2088357
Q8059135,Q8059283
Q2955197,Q3270632
Q16662546,Q1052687
Q2672414,Q1059659,Q7706309
Q3135031,Q37555
Q11398,Q24249534
Q8002,Q1860
Q1674528,Q79529
Q650187,Q186915
Q26691418,Q5663900
Q16866409,Q33487
Q26692766,Q5663900
Q18194458,Q18194200
Q7492431,Q180684
Q3774974,Q23688051
Q20140,Q184824
Q6456916,Q159810
Q1421241,Q26836193
Q2894583,Q815688
Q12818349,Q34178
Q1153371,Q4817
Q21501117,Q2207288
Q1193356,Q1054760
Q3099986,Q33932
Q18881187,Q1090,Q1373385
Q13507268,Q13357858
Q973425,Q86
Q21010960,Q133981,Q21010966
Q4117404,Q432
Q24261516,Q181623
Q17195612,Q30185
Q3988691,Q43183
Q23757072,Q202771
Q5593400,Q11436
Q1202151,Q13357858
Q26696649,Q5663900
Q1088391,Q7275
Q633192,Q11368
Q16924709,Q1303735
Q3235887,Q210347
Q1546822,Q193622
Q7417786,Q666242
Q1438073,Q1799072
Q4447851,Q34379
Q12902842,Q3092395
Q5908756,Q3027047
Q7641870,Q41415
Q2955213,Q3270632
Q7277682,Q5190528
Q850950,Q605175
Q26699387,Q5663900
Q11499147,Q15253558,Q82955
Q18554340,Q578994
Q27827676,Q26882082,Q26882140
Q281865,Q785745
Q15624055,Q15624046
Q3648501,Q15126142,Q15062149
Q913697,Q1077784
Q19314966,Q742421,Q18510489
Q18370877,Q18370427
Q3508640,Q1915681
Q3664416,Q39825
Q749020,Q189533
Q18557852,Q18553654,Q3858675
Q1631129,Q167270
Q5089395,Q28803
Q21005554,Q1183543
Q1632327,Q13357858
Q26694505,Q5663900
Q16917012,Q34379
Q27625713,Q13357858
Q2876894,Q625151
Q26262775,Q121998
Q2177339,Q167270
Q994486,Q1227885
Q2101456,Q157031
Q26690794,Q5663900
Q7375844,Q637321
Q2892133,Q159964
Q1172621,Q1474213
Q327018,Q4929239
Q16851290,Q13955118
Q27521637,Q13357858
Q382887,Q599151
Q2986316,Q2661677
Q834268,Q11436
Q681771,Q12482
Q314013,Q209892
Q12816129,Q1348006,Q2742167,Q699405
Q2556382,Q165044
Q2085400,Q834028
Q2983264,Q1125341
Q1138780,Q7748
Q3406079,Q5230427
Q5171043,Q769815
Q27812003,Q46855
Q26697277,Q5663900
Q1987067,Q431289,Q35855,Q134205,Q143978,Q518968
Q372254,Q13217555
Q1062093,Q945532
Q1202131,Q13357858
Q260855,Q34486
Q27799713,Q13357858
Q24292618,Q1076105
Q18966164,Q1698867
Q18928476,Q18555090
Q122,Q18602249
Q3777868,Q11515488
Q5267792,Q235779
Q6561282,Q121998
Q18640956,Q5317225
Q2992146,Q13475961
Q16863436,Q13357858
Q18520861,Q3940379
Q53734,Q53665
Q606671,Q1344963
